"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IHMQIMP9","book","1959","Müfid Mansel, A.","Osman Hamdi Bey","","","","","","","1959","2015-11-10 07:14:48","2015-11-10 07:14:48","","","189-193, Taf.","","","","","Osman Hamdi Bey","","","","","","","","","","","000490649","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52NVXERU","book","1942","Mozsolics, Amalia","Der frühbronzezeitliche Urnenfelderhof von Kisapostag","","","","","","","1942","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Der frühbronzezeitliche Urnenfelderhof von Kisapostag","Archaeologia Hungarica","26","","","","Budapest","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVMCJ4X4","thesis","2003","Moyer, Colin Campbell","The Organisation of Lithic Technology in the Middle and Early Upper Palaeolithic Industries at the Haua Fteah, Libya","","","","","","","2003","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","The Organisation of Lithic Technology in the Middle and Early Upper Palaeolithic Industries at the Haua Fteah, Libya","","","","","Corpus Christi College, Cambridge","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7SH68WD","journalArticle","1996","Mourre, V.","Les Industries en Quartz au Paléolithique Terminolgie, Methodologie et Technologie","PALEO","","","","","","1996","2015-11-10 07:14:48","2015-11-10 07:14:48","","205–223","","","8","","","Les Industries en Quartz au Paléolithique Terminolgie, Methodologie et Technologie","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73R9VQKQ","journalArticle","2006","Moundrea-Agrafioti, Antikleia","The “Global” and the “Local” in the Aegean Bronze Age: The Case of Akrotiri, Thera","Ecistics","","","","","","2006","2015-11-10 07:14:48","2015-11-10 07:14:48","","436–441","","","73","","","The “Global” and the “Local” in the Aegean Bronze Age: The Case of Akrotiri, Thera","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NE5W6C7Q","bookSection","2008","Moundrea-Agrafioti, A.","Obsidian Beyond Technology? The ‘Cenotaphic’ Use of Obsidian in the Pillar Shaft 17 Area of Akrotiri, Thera","HORIZON. A Colloquium on the Prehistory of the Cyclades","","","","","","2008","2015-11-10 07:14:48","2015-11-10 07:14:48","","177–182","","","","","","Obsidian Beyond Technology? The ‘Cenotaphic’ Use of Obsidian in the Pillar Shaft 17 Area of Akrotiri, Thera","","","","","","Cambridge","","","","","","","","","","","","ERC-Project.enl","","Brodie, N.; Doole, J.; Gavalas, G.; Renfrew, C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FP6WUWUA","book","2007","Moschos, Ioannis","Mycenaeans in Achaea","","","","","","","2007","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Mycenaeans in Achaea","Faedimos","1","","","","Patras","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9P2HQM7A","book","2002","Morwood, M. J.","Visions from the Past. The Archaeology of Australian Aboriginal Art","","","","","","","2002","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Visions from the Past. The Archaeology of Australian Aboriginal Art","","","","","","Crows Nest","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZ9J6BSF","journalArticle","2014","Morris, S. P.","Dairy Queen. Churns and Milk Products in the Aegean Bronze Age","Opuscula. Annual of the Swedish Institutes at Athens and Rome","","","","","","2014","2015-11-10 07:14:48","2015-11-10 07:14:48","","205–222","","","7","","","Dairy Queen. Churns and Milk Products in the Aegean Bronze Age","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JI7NDFDI","journalArticle","2009","Morris, S. P.","Prehistoric Torone: A Bronze Age Emporion in the Northern Aegean. Preliminary Report on the Lekythos Excavations 1986 and 1988-1990","MedA","","","","","","October 2009","2015-11-10 07:14:48","2015-11-10 07:14:48","","1–67","","","22/23","","","Prehistoric Torone: A Bronze Age Emporion in the Northern Aegean. Preliminary Report on the Lekythos Excavations 1986 and 1988-1990","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"889H9AMS","journalArticle","2005","Moro-Abadía, Oscar; Morales, Manuel R. González","L’analogie et la représentation de l’art primitif à la fin du XIXe siècle. Analogy and Representation of Primitive Art at the End of the Nineteenth Century","L’Anthropologie","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","703–721","","","109","","","L’analogie et la représentation de l’art primitif à la fin du XIXe siècle. Analogy and Representation of Primitive Art at the End of the Nineteenth Century","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDN6EXJP","thesis","2007","Morley, M. W.","Mediterranean Quaternary Rockshelter Sediment Records: A Multi-Proxy Approach to Enviromental Recosntrcution","","","","","","","2007","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Mediterranean Quaternary Rockshelter Sediment Records: A Multi-Proxy Approach to Enviromental Recosntrcution","","","","","University of Manchester","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844KE9ZA","journalArticle","2002","Morley, I.","Evolution of the Physiological and Neurological Capacities for Music","CambrAJ","","","","","","2002","2015-11-10 07:14:48","2015-11-10 07:14:48","","195–216","","2","12","","","Evolution of the Physiological and Neurological Capacities for Music","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EC54QABI","thesis","2004","Morin, Eugène","Late Pleistocene Population Interaction in Western Europe and Modern Human Origins: New Insight Based in the Faunal Remains from Saint-Césaire, Southwestern France","","","","","","","2004","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Late Pleistocene Population Interaction in Western Europe and Modern Human Origins: New Insight Based in the Faunal Remains from Saint-Césaire, Southwestern France","","","","","The University of Michigan","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJWMXFHP","journalArticle","2005","Morin, Eugéne; Tsanova, Tsenka; Sirakov, Nicolay; Rendu, William; Mallye, Jean-Baptiste; Lévêque, F.","Bone Refits in Stratified Deposits: Testing the Chronological Grain at Saint-Césaire","JASc","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","1083–1098","","","32","","","Bone Refits in Stratified Deposits: Testing the Chronological Grain at Saint-Césaire","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6HAQ2MQ","book","1988","Morgan, L.","The Miniature Wall Paintings of Thera: A Study in Aegean Culture and Iconography","","","","","","","1988","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","The Miniature Wall Paintings of Thera: A Study in Aegean Culture and Iconography","","","","","","Cambridge","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7T4FQM57","journalArticle","2008","Morgan, C.","Reconstructing Prehistoric Hunter-Gatherer Foraging Radii: a Case Study from California’s Southern Sierra Nevada","JASc","","","","","","2008","2015-11-10 07:14:48","2015-11-10 07:14:48","","247–258","","","35","","","Reconstructing Prehistoric Hunter-Gatherer Foraging Radii: a Case Study from California’s Southern Sierra Nevada","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CWM6TS8","bookSection","2012","Morgado, A.; Pelegrin, J.","Origin and Development of Pressure Blade Production in the Southern Iberian Peninsula (6th–3rd Millennia B.C.)","The Emergence of Pressure Blade Making. From Origin to Modern Experimenation","","","","","","2012","2015-11-10 07:14:48","2015-11-10 07:14:48","","219–235","","","","","","Origin and Development of Pressure Blade Production in the Southern Iberian Peninsula (6th–3rd Millennia B.C.)","","","","","","New York","","","","","","","","","","","","ERC-Project.enl","","Desrosiers, P. M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTZHPTT4","book","2014","Morenz, L. D.","Medienevolution und die Gewinnung neuer Denkräume. Das frühneolithische Zeichensystem (10./9. Jt. v. Chr.) und seine Folgen","","","","","","","2014","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Medienevolution und die Gewinnung neuer Denkräume. Das frühneolithische Zeichensystem (10./9. Jt. v. Chr.) und seine Folgen","Studia Euphratica","1","","","","Berlin","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEZ3NW4J","journalArticle","2008","Moreau, L.","Rez. zu V. Chabai, J. Richter, T. Uthmeier, Palaeolithic Sites of Crimea,Vol. 2. Kabazi II: The 70 000 Years since the Last Interglacial (Simferopol 2006)","Mitteilungen der Gesellschaft für Urgeschichte","","","","","","2008","2015-11-10 07:14:48","2015-11-10 07:14:48","","145–151","","","17","","","Rez. zu V. Chabai, J. Richter, T. Uthmeier, Palaeolithic Sites of Crimea,Vol. 2. Kabazi II: The 70 000 Years since the Last Interglacial (Simferopol 2006)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E2QIVB24","journalArticle","2003","Moreau, L.","Les éléments de parure au Paléolithique supérieur en Belgique. Upper Palaeolithic Body Ornaments in Belgium","L’Anthropologie","","","","","","2003","2015-11-10 07:14:48","2015-11-10 07:14:48","","603–614","","","107","","","Les éléments de parure au Paléolithique supérieur en Belgique. Upper Palaeolithic Body Ornaments in Belgium","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I9PZ434J","journalArticle","1992","Moore, A. M. T.; Hillman, G. C.","The Pleistocene to Holocene Transition and Human Economy in Southwest Asia: The Impact of the Younger Dryas","American Antiquity","","","","","","1992","2015-11-10 07:14:48","2015-11-10 07:14:48","","482–494","","3","57","","","The Pleistocene to Holocene Transition and Human Economy in Southwest Asia: The Impact of the Younger Dryas","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQHMQKPS","journalArticle","2007","Moore, A.; Smith, J.; Menđušić, M.; Podrug, E.","Project »Early Farming in Dalmatia«: Danilo Bitinj 2004-2005","Journal of the Zagreb Archaeological Museum","","","","","","2007","2015-11-10 07:14:48","2015-11-10 07:14:48","","15–24","","1","40","","","Project »Early Farming in Dalmatia«: Danilo Bitinj 2004-2005","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEP9DX6F","journalArticle","2002","Mooney, S. D.; Geiss, C.; Smith, M. A.","The Use of Mineral Magnetic Parameters to Characterize Archaeological Ochres","JASc","","","","","","2002","2015-11-10 07:14:48","2015-11-10 07:14:48","","511–523","","5","30","","","The Use of Mineral Magnetic Parameters to Characterize Archaeological Ochres","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6SKT95N","journalArticle","1996","Moody, Jennifer; Rackham, Oliver; George Rapp, Jr.","Enviromental Archaeology of Prehistoric NW Crete","JFieldA","","","","","","1996","2015-11-10 07:14:48","2015-11-10 07:14:48","","273–297","","3","23","","","Enviromental Archaeology of Prehistoric NW Crete","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"885RMXFX","journalArticle","1994","Montet-White, A.","Alternative Interpretations of the Late Upper Paleolithic in Central Europe","Annual Review of Anthropolgy","","","","","","1994","2015-11-10 07:14:48","2015-11-10 07:14:48","","483–508","","","23","","","Alternative Interpretations of the Late Upper Paleolithic in Central Europe","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTDE7H9N","journalArticle","1976","Montet-White, A.; Johnson, A. E.","Kadar: A Late Gravettien Site in Northern Bosnia, Yugoslavia","JFieldA","","","","","","1976","2015-11-10 07:14:48","2015-11-10 07:14:48","","407–424","","4","3","","","Kadar: A Late Gravettien Site in Northern Bosnia, Yugoslavia","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDDE6DJA","bookSection","2001","Moncel, M.-H.","Microlithic Middle Palaeolithic Assemblages in Central Europe and Elephant Remains","The World of Elephants.Proceedings of the First International Congress. ConsiglioNazionale delle Ricerche","","","","","","2001","2015-11-10 07:14:48","2015-11-10 07:14:48","","314–317","","","","","","Microlithic Middle Palaeolithic Assemblages in Central Europe and Elephant Remains","","","","","","Rome","","","","","","","","","","","","ERC-Project.enl","","Cavarretta, G.; Gioia, P.; Mussi, M.; Palombo, M.R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NUD5MF5G","journalArticle","2005","Moncel, Marie-Hélène","Baume Flandin et Abri du Maras : deux exemples de débitage laminaire du début du Pléistocène supérieur dans laVallée du Rhône (sud-est, France). Baume Flandin and Abri du Maras: Two Examples of Laminar Knapping Method Dated from the Beginning of the Upper Pleistocene in the Middle Rhône Valley (South-East, France)","L’Anthropologie","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","451–480","","","109","","","Baume Flandin et Abri du Maras : deux exemples de débitage laminaire du début du Pléistocène supérieur dans laVallée du Rhône (sud-est, France). Baume Flandin and Abri du Maras: Two Examples of Laminar Knapping Method Dated from the Beginning of the Upper Pleistocene in the Middle Rhône Valley (South-East, France)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZHRGJZP","journalArticle","2003","Moncel, Marie-Hélène","Tata (Hongrie). Un assemblage microlithique du début du Pléistocène supérieur en Europe Centrale. Tata (Hungary). A Microlithic Assemblage from the Beginning of the Upper Pleistocene in Central Europe","L’Anthropologie","","","","","","2003","2015-11-10 07:14:48","2015-11-10 07:14:48","","117–151","","","107","","","Tata (Hongrie). Un assemblage microlithique du début du Pléistocène supérieur en Europe Centrale. Tata (Hungary). A Microlithic Assemblage from the Beginning of the Upper Pleistocene in Central Europe","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWVEKEZ6","journalArticle","2006","Moncel, Marie-Hélène; Voisin, Jean-Luc","Les « industries de transition » et le mode de spéciation des groupes néandertaliens en Europe entre 40 et 30 ka","C. R. Palevol","","","","","","2006","2015-11-10 07:14:48","2015-11-10 07:14:48","","183–192","","","5","","","Les « industries de transition » et le mode de spéciation des groupes néandertaliens en Europe entre 40 et 30 ka","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D63TW3JZ","journalArticle","2003","Mommsen, Hans","Attic Pottery Production, Imports and Exports during the Mycenaean Period by Neutron Activation Analysis","Mediterranean Archaeology and Archaeometry","","","","","","2003","2015-11-10 07:14:48","2015-11-10 07:14:48","","13–30","","1","3","","","Attic Pottery Production, Imports and Exports during the Mycenaean Period by Neutron Activation Analysis","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZHZZIRN","journalArticle","2001","Mommsen, Hans; Hertel, Dieter; Mountjoy, Penelope A.","Neutron Activation Analyses of the Pottery from Troy in the Berlin Schliemann Collection","AA","","","","","","2001","2015-11-10 07:14:48","2015-11-10 07:14:48","","169–211","","","","","","Neutron Activation Analyses of the Pottery from Troy in the Berlin Schliemann Collection","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9FF7ICT","journalArticle","1985","Molnar, Stephen; Molnar, I. M.","The Incidence of Enamel Hypoplasia among the Krapina Neandertals","American Anthropologist","","","","","","1985","2015-11-10 07:14:48","2015-11-10 07:14:48","","536–549","","3","87","","","The Incidence of Enamel Hypoplasia among the Krapina Neandertals","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NN7G5VK5","journalArticle","2006","Molleson, Theya","Hunters of Nemrik","Studies in Historical Anthropology","","","","","","2006","2015-11-10 07:14:48","2015-11-10 07:14:48","","5–18","","","3","","","Hunters of Nemrik","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNGT54NM","bookSection","1996","Molleson, T.; Andrews, P.","Trace Elements Analyses of Bones and Teeth from Çatalhöyük","On the Surface: Çatalhöyük 1993-95","","","","","","1996","2015-11-10 07:14:48","2015-11-10 07:14:48","","265–270","","","","","","Trace Elements Analyses of Bones and Teeth from Çatalhöyük","BIAA Monograph","22","","","","Cambridge","","","","","","","","","","","","ERC-Project.enl","","Hodder, I.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6D2MWAHT","journalArticle","2003","Mohammed-Ali, A. S.; Khabir, A.-R. M.","The Wavy Line and the Dotted Wavy Line Pottery in the Prehistory of the Central Nile and the Sahara-Sahel Belt","African Archaeological Review","","","","","","2003","2015-11-10 07:14:48","2015-11-10 07:14:48","","25–56","","1","20","","","The Wavy Line and the Dotted Wavy Line Pottery in the Prehistory of the Central Nile and the Sahara-Sahel Belt","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVAPNXTS","journalArticle","2007","Mlekuż, D.","'Sheep are your Mother': Rytha and the Interspecies Politics in the Neolithic of the Eastern Adriatic","Documenta Praehistorica","","","","","","2007","2015-11-10 07:14:48","2015-11-10 07:14:48","","267–280","","","34","","","'Sheep are your Mother': Rytha and the Interspecies Politics in the Neolithic of the Eastern Adriatic","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A765RZ4R","journalArticle","","Mitten, D.G.; Yügrüm, G.","The Gygean Lake, 1969: Eski Balikhane, Preliminary Report","HarvStClPhil","","","","","","","2015-11-10 07:14:48","2015-11-10 07:14:48","","191-195","","","75","","","The Gygean Lake, 1969: Eski Balikhane, Preliminary Report","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJM333KX","journalArticle","1974","Mitten, D.G.; Yügrüm, G.","Ahlatli Tepecik beside the Gygean Lake","Archaeology","","","","","","1974","2015-11-10 07:14:48","2015-11-10 07:14:48","","22-29","","","27","","","Ahlatli Tepecik beside the Gygean Lake","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAXDWTHJ","journalArticle","1969","Mitten, D.G.; Yügrüm, G.","Excavation at Ahlatli Tepecik the Gygean Lake 1968","","","","","","","1969","2015-11-10 07:14:48","2015-11-10 07:14:48","","119-173","","","","","","Excavation at Ahlatli Tepecik the Gygean Lake 1968","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"II4RV7GN","book","2005","Mitrevski, Dragi","Vardarski Rid","","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","1","","","Vardarski Rid","","","","","","Skopje","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NAJP7ZN","book","2005","Mitrevski, Dragi","Vardarski Rid","","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","1","","","Vardarski Rid","","","","","","Skopje","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3XSIBCJ","book","2001","Mitrevski, Dragi","The Ancient Macedonian Town at Vardarski Rid in Gevgelia","","","","","","","2001","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","The Ancient Macedonian Town at Vardarski Rid in Gevgelia","","","","","","Skopje","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NBBD8SA","book","1997","Mitrevski, Dragi","Proto-Historical Communities in Macedonia. Through Burials and Burial Manifestations","","","","","","","1997","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Proto-Historical Communities in Macedonia. Through Burials and Burial Manifestations","Kulturno-istorisko nasledstvo na Republika Makedonija","37","","","","Skopje","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKJG6QCW","book","1997","Mitrevski, Dragi","Proto-Historical Communities in Macedonia. Through Burials and Burial Manifestations","","","","","","","1997","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Proto-Historical Communities in Macedonia. Through Burials and Burial Manifestations","Kulturno-istorisko nasledstvo na Republika Makedonija","37","","","","Skopje","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B56FBJD3","bookSection","2007","Mitrevski, D.","The Beginning of the Iron Age in Macedonia","The Struma/Strymon River Valley in Prehistory. Proceedings of the International Symposium Strymon Praehistoricus, Kjustendil-Blagoevgrad (Bulgaria), Serres-Amphipolis (Greece), 27.09.-01.10.2004","","","","","","2007","2015-11-10 07:14:48","2015-11-10 07:14:48","","443–450","","","","","","The Beginning of the Iron Age in Macedonia","","","","","","Sofia","","","","","","","","","","","","ERC-Project.enl","","Todorova, H.; Stefanovich, M.; Ivanov, G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIXBJV8S","bookSection","2003","Mitrevski, D.","Burial Customs Throughout the Bronze Age and Iron Age in Macedonia","Burial Customs in the Bronze and Iron Age, Symposium, Cacak 2002","","","","","","2003","2015-11-10 07:14:48","2015-11-10 07:14:48","","31-39","","","","","","Burial Customs Throughout the Bronze Age and Iron Age in Macedonia","","","","","R. Vasic","Cacak","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3K4DVSX8","journalArticle","1988","Mithen, S. J.","Looking and Learning: Upper Palaeolithic Art and Information Gathering","WorldA","","","","","","1988","2015-11-10 07:14:48","2015-11-10 07:14:48","","297–327","","3","19","","","Looking and Learning: Upper Palaeolithic Art and Information Gathering","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GADIZ5KI","book","1998","Mithen, S.","Creativity in Human Evolution and Prehistory","","","","","","","1998","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Creativity in Human Evolution and Prehistory","Theoretical Archaeology Group","","","","","London","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FTD9J3H5","journalArticle","1996","Mithen, S.","On Early Palaeolithic ""Concept-Mediated Marks,"" Mental Modularity, and the Origins of Art","Current Anthropology","","","","","","1996","2015-11-10 07:14:48","2015-11-10 07:14:48","","666–670","","4","37","","","On Early Palaeolithic ""Concept-Mediated Marks,"" Mental Modularity, and the Origins of Art","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQI95QX8","journalArticle","2005","Mithen, S.; Finlayson, B.; Shaffrey, R.","Sexual Symbolism in the Early Neolithic of the Southern Levant: Pestels and Mortars from WF16","Documenta Praehistorica","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","103–110","","","32","","","Sexual Symbolism in the Early Neolithic of the Southern Levant: Pestels and Mortars from WF16","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9I56467","journalArticle","2000","Mithen, S.; Finlayson, B.; Pirie, A.; Carruthers, D.; Kennedy, A.","New Evidence for Economic and Technological Diversity in the Pre-Pottery Neolithc A: Wadi Faynan 16","Current Anthropology","","","","","","2000","2015-11-10 07:14:48","2015-11-10 07:14:48","","655–663","","4","41","","","New Evidence for Economic and Technological Diversity in the Pre-Pottery Neolithc A: Wadi Faynan 16","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKQD8HIU","book","2006","Miracle, P. T.; Fohrenbaher, S.","Prehistoric Herders of Northern Istria. The Archaeology Pupićina Cave","","","","","","","2006","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","1","","","Prehistoric Herders of Northern Istria. The Archaeology Pupićina Cave","Mongraphs and Catalogues Archaeoloigcal Museum of Istria","14","","","","Zagreb","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
